name;static_instructions;dynamic_instructions
extr_redisdepsluasrcstrbuf.h_strbuf_string.c;6;6
extr_linuxdriversisdnhisaxhfc_2bds0.c_setstack_hfcd.c;3;3
extr_linuxdriversmddm-bio-record.h_dm_bio_record.c;9;9
extr_linuxdriversscsidevice_handlerscsi_dh_hp_sw.c_hp_sw_prep_fn.c;8;8
extr_labenginecodeq3_uiui_video.c_GraphicsOptions_TQEvent.c;3;3
extr_FFmpeglibavcodecsbrdsp.c_sbr_qmf_pre_shuffle_c.c;26;222
extr_FFmpeglibavfiltervf_unsharp.c_set_filter_param.c;22;22
extr_linuxdriversisdnhardwareeiconmessage.c_channel_flow_control_remove.c;3;3
extr_linuxsoundsocsoc-pcm.c_widget_in_list.c;4;4
extr_linuxdriversgpudrmamddisplaydcdcedce_audio.c_get_azalia_clock_info_dp.c;6;6
extr_linuxtoolsobjtoolcheck.c_update_insn_state_regs.c;5;5
extr_opensslcryptodsadsa_lib.c_DSA_set_flags.c;2;2
extr_linuxblockblk-settings.c_blk_queue_max_write_zeroes_sectors.c;2;2
extr_h2olibcommontimerwheel.c_calc_expire_for_slot.c;36;36
extr_linuxdriversnetethernetmarvellmvneta.c_mvneta_txq_inc_get.c;7;7
extr_redissrcrax.c_raxIteratorDelChars.c;2;2
extr_linuxdriversmiscechoecho.c_oslec_hpf_tx.c;5;5
extr_linuxsoundossdmasounddmasound_core.c_sound_set_speed.c;15;15
extr_linuxdriversusbhostxhci-histb.c_xhci_histb_quirks.c;3;3
extr_linuxdriversstagingcomedidriverspcl816.c_pcl816_ai_next_chan.c;6;6
extr_linuxfsgfs2glock.h_gfs2_holder_mark_uninitialized.c;2;2
extr_linuxarchumdriversstdio_console.c_uml_console_device.c;4;4
extr_hashcatsrcmodulesmodule_01500.c_module_init.c;92;92
extr_linuxkerneltracetrace_printk.c_trace_printk_control.c;2;2
extr_mpvvideooutgpuvideo.c_gl_video_set_fb_depth.c;2;2
extr_FFmpeglibavformatmpegtsenc.c_write_pcr_bits.c;29;29
extr_linuxdriversstagingrtl8723bscorertw_pwrctrl.c_register_task_alive.c;2;2
extr_linuxdriversgpudrmi915intel_guc_ads.c_guc_policy_init.c;8;8
extr_linuxdriverscryptoamcccrypto4xx_alg.c_set_dynamic_sa_command_0.c;29;29
extr_zstdliblegacyzstd_v05.c_ZSTDv05_decompressBegin.c;13;13
extr_linuxdriversplatformx86dell-laptop.c_kbd_get_level.c;8;8
extr_linuxsoundpciice1712phase.c_wm_pcm_vol_info.c;8;8
extr_linuxkernelschedloadavg.c_calc_load_fold_active.c;8;8
extr_linuxdriversdmadmaengine.h_dma_cookie_assign.c;9;9
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mul_da_hh_Slot_inst_encode.c;2;2
extr_linuxdriversinputtouchscreenwacom_w8001.c_parse_single_touch.c;12;12
extr_reactosdllwin32vbscriptregexp.c_GetCompactIndexWidth.c;8;12
extr_linuxarchs390mmgmap.c_gmap_disable.c;2;2
extr_php-srcextfilterlogical_filters.c_php_filter_parse_hex.c;4;4
extr_linuxdriversmediausbpvrusb2pvrusb2-hdw.c_state_update_pipeline_state.c;15;15
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme_ext.c_addba_timer_hdl.c;6;6
extr_radare2librasmpasm_x86_nz.c_opfild.c;4;4
extr_linuxdriversstagingrtlwifibase.c_rtl_find_ie.c;7;7
extr_darwin-xnubsdnetkpi_interface.c_ifnet_set_link_status_inbw.c;14;14
extr_linuxdriversnetwirelessathath9kar9003_mci.c_ar9003_mci_2g5g_changed.c;4;4
extr_linuxdriversisdngigasetcommon.c_free_cs.c;2;2
extr_redissrcrax.c_raxSetDebugMsg.c;2;2
extr_darwin-xnubsdkernkern_subr.c_uio_setresid.c;4;4
extr_linuxtoolsperfutilordered-events.h_ordered_events__set_alloc_size.c;2;2
extr_ccvlibnncccv_nnc_symbolic_graph.c_ccv_nnc_tensor_symbol_new_hook.c;4;4
extr_reactossdklib3rdpartyzlibcontribminizipioapi.c_fill_zlib_filefunc64_32_def_from_filefunc32.c;21;21
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_epc1_Slot_inst_encode.c;2;2
extr_linuxnetbatman-advtranslation-table.c_batadv_tt_local_valid.c;9;9
extr_linuxtoolsperfutilevsel.c___perf_evsel__sample_size.c;11;326
extr_linuxdriversi2cbussesi2c-qup.c_qup_i2c_bam_clear_tag_buffers.c;4;4
extr_obs-studiolibobsgraphicsvec4.h_vec4_from_rgba.c;29;29
extr_nodemcu-firmwareapplibcc_stdio.c_gethex.c;22;22
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mula_da_hh_ldinc_Slot_inst_encode.c;2;2
extr_kphp-kdbcachecache-binlog.c_a2hex.c;19;2813
extr_linuxsamplesvfio-mdevmdpy-fb.c_mdpy_fb_setcolreg.c;5;5
extr_obs-studiolibobsobs-output.c_get_first_mixer.c;4;4
extr_kphp-kdbcachecache-data.c_hlist_reverse.c;11;11
extr_linuxarchpowerpckvmbook3s_hv_rm_mmu.c_next_mmio_cache_entry.c;10;10
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_1.h_iso8859_1_wctomb.c;5;5
extr_libuiunixdrawmatrix.c_m2c.c;13;13
extr_linuxsoundpciemu10k1emu10k1x.c_snd_emu10k1x_midi_free.c;4;4
extr_linuxdriversgpudrmamdamdgpugfx_v6_0.c_gfx_v6_0_get_csb_size.c;15;15
extr_reactosdllwin32windowscodecsungif.c_DGifGetPrefixChar.c;4;4
extr_radare2librcorecmd_flag.c_adjust_offset.c;4;4
extr_linuxfsocfs2dlmfsdlmfs.c_dlmfs_decode_open_flags.c;13;13
extr_radare2shlrjavacode.c_update_bytes_consumed.c;3;3
extr_linuxarchx86kernelhw_breakpoint.c_decode_dr7.c;20;20
extr_linuxsoundi2cotherak4113.c_snd_ak4113_spdif_mask_info.c;5;5
extr_reactossdklib3rdpartyfreetypesrcpfrpfrsbit.c_pfr_bitwriter_init.c;13;13
extr_linuxdriversmtdnandspimicron.c_mt29f2g01abagd_ooblayout_ecc.c;5;5
extr_linuxdriversclksunxi-ngccu_nk.c_ccu_nk_find_best.c;21;21
extr_netdatadaemon..libnetdatainlined.h_str2uint64_t.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_misc2_Slot_inst_encode.c;2;2
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsnanoxwin.c_set_pixel32.c;6;6
extr_ccvlib3rdpartysqlite3sqlite3.c_pager_cksum.c;5;5
extr_gitrevision.c_file_change.c;4;4
extr_linuxdriversgpudrmi915intel_uc_fw.h_intel_uc_fw_init.c;6;6
extr_radare2librbinpdbdbi.c_init_dbi_stream.c;3;3
extr_linuxfsufsutil.h_find_last_zero_bit.c;4;4
extr_linuxdriversgpudrmamdamdgpusdma_v4_0.c_sdma_v4_0_set_buffer_funcs.c;3;3
extr_linuxsoundpcicmipci.c_snd_cmipci_info_input_sw.c;7;7
extr_linuxdriversmediausbstkwebcamstk-webcam.c_stk_vidioc_g_input.c;3;3
extr_linuxdriversstagingrtl8723bscorertw_ieee80211.c_rtw_get_rateset_len.c;10;70
extr_linuxdriversdmaqcom..dmaengine.h_dma_cookie_init.c;4;4
extr_linuxdriversclkqcomclk-smd-rpm.c_to_active_sleep.c;6;6
extr_h2odepsbrotlictoolsbrotli.c_ParseInt.c;18;18
extr_linuxdriversscsiqla2xxxqla_mr.c_qlafx00_prep_cont_type1_iocb.c;10;10
extr_reactosdllwin32usp10bidi.c_previousValidChar.c;6;6
extr_linuxdriversstagingwilc1000wilc_wlan_cfg.c_wilc_wlan_cfg_set_byte.c;5;5
extr_kphp-kdbcachecache-data.c_cache_get_uri_heuristic.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_ddr_Slot_inst_encode.c;2;2
extr_linuxsoundsocbcmpisound.c_pisnd_get_port_info.c;6;6
extr_linuxdriversnetethernetqlogicqedqed_dcbx.c_qed_dcbx_update_protocol_data.c;12;12
extr_kittykittychild-monitor.c_set_maximum_wait.c;4;4
extr_linuxdriversnetwirelessathath6klrecovery.c_ath6kl_recovery_hb_event.c;3;3
extr_raspberry-pi-osexerciseslesson051xdfm1srcprintf.c_ui2a.c;52;72
extr_linuxsoundfirewireisight.c_isight_gain_info.c;10;10
extr_linuxdriversdmadw-axi-dmac..dmaengine.h_dma_cookie_assign.c;9;9
extr_Craftdepsglfwsrcwl_window.c__glfwPlatformGetCursorPos.c;9;9
extr_linuxkernelfork.c_init_task_pid.c;5;5
extr_linuxdrivershidwacom_sys.c_wacom_led_groups_release.c;3;3
extr_linuxdriversnetethernetsunniu.c_niu_set_max_burst.c;8;8
extr_linuxdriversgpuhost1xsyncpt.c_host1x_syncpt_base_free.c;4;4
extr_linuxdriversmediacommonsaa7146saa7146_hlp.c_calculate_output_format_register.c;13;13
extr_xhyvesrcvmmiovrtc.c_rtcget.c;9;9
extr_linuxdriversstagingfwserialfwserial.h_peer_set_state.c;2;2
extr_gitattr.c_attr_name_valid.c;25;25
extr_linuxdriversnetethernetnetronomenfpflowerlag_conf.c_nfp_fl_increment_version.c;8;8
extr_kphp-kdbbayes..commonutf8_utils.h_put_char_utf8.c;14;14
extr_linuxdriversscsiisciinit.c_isci_user_parameters_get.c;15;15
extr_hashcatsrcmodulesmodule_08100.c_module_init.c;86;86
extr_hashcatsrcmodulesmodule_19100.c_module_init.c;88;88
extr_linuxsoundusbmixer_quirks.c_snd_xonar_u1_switch_get.c;7;7
extr_The-Art-Of-Programming-By-Julyebookcodec1.2：字符串是否包含问题.c_partion1.c;20;20
extr_opensslcryptodhdh_key.c_DH_set_default_method.c;2;2
extr_reactosdlldirectxwineddrawutils.c_DDRAW_Convert_DDSCAPS_1_To_2.c;6;6
extr_linuxdrivershidhid-multitouch.c_mt_post_parse.c;3;3
extr_linuxdriversusbphyphy.c_usb_phy_set_default_current.c;17;17
extr_opensslcryptoranddrbg_lib.c_RAND_DRBG_set_reseed_interval.c;4;4
extr_emscriptentestsopenjpeglibopenjpegbio.c_bio_init_dec.c;8;8
extr_linuxdriversinfinibandhwqibqib_iba7220.c_qib_7220_tidtemplate.c;7;7
extr_FFmpeglibavformatutils.c_force_codec_ids.c;6;6
extr_redissrcae.c_aeSetAfterSleepProc.c;2;2
extr_libuvtesttest-tcp-alloc-cb-fail.c_close_cb.c;2;2
extr_hashcatsrcmodulesmodule_06233.c_module_init.c;92;92
extr_emscriptentestsfreetypesrcpshinterpshalgo.c_psh_glyph_load_points.c;4;4
extr_linuxdriversnetwirelessathath10kwmi-tlv.c_ath10k_wmi_tlv_svc_avail_parse.c;5;5
extr_linuxdriversnetethernetmellanoxmlxswspectrum.c_mlxsw_sp_to_ptys_upper_speed.c;4;4
extr_kittykittycursor.c_cursor_reset_display_attrs.c;6;6
extr_linuxdriversnetethernetbrocadebnabna_enet.c_bna_mod_res_req.c;75;75
extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_check_cqp_progress.c;9;9
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_ldct_Slot_inst_encode.c;2;2
extr_linuxblockblk-settings.c_blk_queue_logical_block_size.c;8;8
extr_h2odepshiredisdict.c__dictReset.c;4;4
extr_linuxarchpowerpckvmbook3s_64_mmu_hv.c_kvmppc_mmu_book3s_hv_init.c;8;8
extr_opensslcryptoctct_policy.c_CT_POLICY_EVAL_CTX_set_shared_CTLOG_STORE.c;2;2
extr_linuxdriversacpithermal.c_thermal_get_mode.c;11;11
extr_linuxdriversgpudrmselftestsdrm_selftest.c_set_default_test_all.c;7;7
extr_kphp-kdbcopyexeccopyexec-results-data.c_init_copyexec_result_data.c;4;4
extr_hashcatsrcmodulesmodule_13732.c_module_init.c;94;94
extr_linuxdriversnetwirelessintelipw2x00libipw_geo.c_libipw_freq_to_channel.c;16;16
extr_opensslcryptoecec_key.c_EC_KEY_clear_flags.c;3;3
extr_reactossdktoolswppppy.tab.c_cast_to_uint.c;6;6
extr_linuxdriversnetethernetemulexbenetbe.h_amap_set.c;9;9
extr_reactoswin32ssgdintgdipalette.c_GetNumberOfBits.c;9;37
extr_radare2librcoregraph.c_update_seek.c;34;34
extr_FFmpeglibavfiltervf_ciescope.c_uv_to_xy.c;13;13
extr_linuxdriversmediausbcx231xxcx231xx-video.c_cx231xx_find_next_SAV_EAV.c;16;1773
extr_linuxarcharmmach-omap2powerdomain.c_pwrdm_register_platform_funcs.c;7;7
extr_linuxsamplesvfio-mdevmdpy.c_mdpy_get_device_info.c;8;8
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_is_charset2uni_large.c;4;4
extr_linuxnetdsaswitch.c_dsa_switch_fastest_ageing_time.c;4;4
extr_linuxsoundpcihdapatch_via.c_vt1716s_dmic_info.c;7;7
extr_nginxsrcstreamngx_stream_write_filter_module.c_ngx_stream_write_filter_init.c;4;4
extr_emscriptensystemliblibcmuslsrcstdlibqsort.c_shl.c;12;12
extr_linuxdriversi2ci2c-core-smbus.c_crc8.c;14;63
extr_linuxdriverss390ciodevice_ops.c_ccw_device_get_ciw.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_s32e_Slot_inst_encode.c;2;2
extr_linuxdriversregulatortps6586x-regulator.c_tps6586x_parse_regulator_dt.c;3;3
extr_linuxtoolstestingselftestsnetpsock_snd.c_add_csum_hword.c;11;1027
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_subx8_Slot_inst_encode.c;2;2
extr_linuxnetsmcsmc_cdc.h_smcd_cdc_msg_to_host.c;13;13
extr_php-srcextdatelibtm2unixtime.c_inc_month.c;6;6
extr_radare2libranalpanal_xtensa.c_xtensa_null_op.c;3;3
extr_linuxdriversthermalint340x_thermalint3403_thermal.c_int3403_get_max_state.c;6;6
extr_labenginecodebspcl_math.c_VectorInverse.c;4;4
extr_FFmpeglibavfilteraf_superequalizer.c_process_param.c;29;29
extr_linuxdriversstagingrtl8723bshalhal_com.c_HalSetBrateCfg.c;1;1
extr_linuxdriversnetwirelessadmtekadm8211.c_adm8211_remove_interface.c;4;4
extr_linuxarchx86kvmsvm.c_init_seg.c;8;8
extr_masscansrcproto-tcp.c_parseInt.c;13;1791
extr_linuxsoundusbline6toneport.c_snd_toneport_monitor_info.c;7;7
extr_linuxtoolsperfutilcallchain.h_callchain_cursor_commit.c;4;4
extr_linuxsoundsocintelcommonsoc-acpi-intel-cht-match.c_cht_surface_quirk_cb.c;4;4
extr_linuxdriversmediaplatformti-vpecsc.c_csc_set_coeff_bypass.c;3;3
extr_opensslcryptolhashlhash.c_OPENSSL_LH_strhash.c;38;1446
extr_zstdcontriblinux-kernellibzstdcompress.c_ZSTD_invalidateRepCodes.c;5;5
extr_libgit2srchashsha1dcsha1.c_SHA1DCSetSafeHash.c;5;5
extr_linuxdriversmediausbusbvisionusbvision-core.c_usbvision_measure_bandwidth.c;7;7
extr_linuxdriversnetethernetchelsiocxgb3t3_hw.c_init_link_config.c;17;17
extr_skynet3rdlualvm.c_getcached.c;8;8
extr_FFmpegfftoolsffplay.c_toggle_mute.c;5;5
extr_linuxnetmac80211ethtool.c_ieee80211_get_regs.c;6;6
extr_linuxdriversfsifsi-master-ast-cf.c_check_relative_address.c;10;10
extr_linuxdriversstagingrtl8723bshalodm_DIG.c_odm_FAThresholdCheck.c;11;11
extr_linuxdriversusbchipideaotg_fsm.c_b_aidl_bdis_tmout.c;3;3
extr_linuxdriversgpudrmamddisplaydcdcn10dcn10_dpp.c_dpp1_setup_format_flags.c;12;12
extr_curllibpop3.c_state.c;2;2
extr_emscriptentestsvorbis_test.c_set_data_in.c;10;1026
extr_linuxdriversmediai2cm5molsm5mols.h_m5mols_set_ctrl_mode.c;3;3
extr_linuxdriversnetwirelessrealtekrtlwifirtl8723ae..btcoexist..wifi.h_set_hal_stop.c;3;3
extr_linuxarchshdriverspciops-sh4.c_pci_fixup_pcic.c;2;2
extr_FFmpeglibavformatcrcenc.c_crc_write_header.c;4;4
extr_opensslcryptoasn1a_bitstr.c_ASN1_BIT_STRING_check.c;9;9
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_ddr_Slot_inst_encode.c;2;2
extr_linuxdriversgpudrmdrm_dma.c_drm_legacy_free_buffer.c;6;6
extr_linuxdriversnetethernethisiliconhns3hns3pfhclge_main.c_hclge_parse_func_status.c;6;6
extr_SoftEtherVPNsrcCedarVirtual.c_GetHashNativeNatTableForRecv.c;6;6
extr_linuxdriversstagingcomedidriversdt9812.c_dt9812_configure_mux.c;10;10
extr_redissrchyperloglog.c_MurmurHash64A.c;1;1
extr_linuxdriversnetwirelessralinkrt2x00rt2x00debug.c_rt2x00debug_update_crypto.c;8;8
extr_linuxscriptsdtclivetree.c_reference_node.c;3;3
extr_linuxdriverspinctrlintelpinctrl-baytrail.c_byt_get_pull_strength.c;5;5
extr_micropythonportsstm32pin_named_pins.c_pin_find_af.c;4;4
extr_linuxdriversdevfreqgovernor_userspace.c_devfreq_userspace_func.c;17;17
extr_reactossdktoolswppppl.yy.c_ppy_set_debug.c;2;2
extr_linuxdriversgpudrmamdamdgpusdma_v4_0.c_sdma_v4_0_set_ring_funcs.c;3;3
extr_libuvsrcunixno-proctitle.c_uv_get_process_title.c;7;7
extr_The-Art-Of-Programming-By-Julyebookcodec10.1.3：教你一步一步用c语言实现sift算法、下.c_normalizeVec.c;22;2562
extr_opensslcryptox509x509_vpm.c_X509_VERIFY_PARAM_clear_flags.c;4;4
extr_linuxdriversgpudrmamddisplaydcdcn10dcn10_mpc.c_mpc1_init_mpcc.c;6;6
extr_darwin-xnulibkernkxldkxld_util.c_kxld_set_cross_link_page_size.c;10;10
extr_linuxdriversps3ps3av_cmd.c_ps3av_cnv_info.c;13;13
extr_linuxkernelpowersnapshot.c_chain_init.c;6;6
extr_linuxsoundpcihdapatch_hdmi.c_intel_cvt_id_to_mux_idx.c;5;5
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso646_cn.h_iso646_cn_mbtowc.c;5;5
extr_linuxsoundusbmixer_quirks.c_snd_emu0204_ch_switch_get.c;5;5
extr_linuxdriversmddm-ioctl.c_invalid_str.c;7;332
extr_linuxtoolsperfutildso.c_dso__set_sorted_by_name.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_bs4_encode.c;7;7
extr_linuxsoundaoacodecsonyx.c_onyx_spdif_info.c;5;5
extr_linuxdriversmediadvb-frontendslg2160.c_lg216x_read_signal_strength.c;3;3
extr_kphp-kdbnetnet-events.h_set_4in6.c;4;4
extr_linuxsoundpcioxygenxonar_wm87x6.c_wm8776_level_control_get.c;11;11
extr_labenginecodegameg_trigger.c_SP_trigger_always.c;6;6
extr_skynetskynet-srcsocket_server.c_stat_read.c;4;4
extr_linuxdriversgpudrmamdpowerplayhwmgrvega12_hwmgr.c_vega12_get_clock_by_type_with_voltage.c;3;3
extr_raspberry-pi-osexerciseslesson061xdfm1srcmm.c_map_table_entry.c;8;8
extr_labq3map2commoncmdlib.c_CRC_Init.c;3;3
extr_linuxdriversusbdwc2params.c_dwc2_set_bcm_params.c;3;3
extr_darwin-xnuosfmkarmcommpagecommpage.c_commpage_update_atm_diagnostic_config.c;3;3
extr_linuxblockgenhd.c_set_device_ro.c;3;3
extr_linuxdriversmediapcicx23885altera-ci.c_find_inode.c;5;5
extr_kphp-kdbmsg-searchmsg-search-engine.c_search_in_msg.c;6;6
extr_reactosdlldirectxwinewined3dshader_sm4.c_shader_sm5_read_dcl_hs_max_tessfactor.c;3;3
extr_Craftdepslodepnglodepng.c_ucvector_init_buffer.c;4;4
extr_linuxarchia64hpsimhpsim_console.c_simcons_console_device.c;4;4
extr_reactosbootfreeldrfreeldruitui.c_TuiDrawText2.c;11;11
extr_linuxdriversmediausbgo7007go7007-driver.c_write_bitmap_word.c;23;263
extr_linuxsoundusb6firecontrol.c_usb6fire_control_output_vol_info.c;7;7
extr_linuxdriversvideofbdevomap2omapfbdsshdmi_phy.c_hdmi_phy_parse_lanes.c;14;14
extr_linuxdriversatapata_imx.c_pata_imx_setup_port.c;52;52
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_imm8_Slot_xt_flix64_slot1_set.c;12;12
extr_FFmpeglibavresampleresample.c_bessel.c;21;81
extr_masscansrctempl-pkt.c_udp_checksum2.c;61;1458
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_br2_decode.c;3;3
extr_Craftdepssqlitesqlite3.c_estLog.c;4;4
extr_linuxtoolsperfutilsvghelper.c_round_text_size.c;12;507
extr_linuxdriversclkrockchipclk-pll.c_rockchip_get_pll_settings.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_r8_Slot_inst16a_set.c;7;7
extr_nginxsrccorengx_sha1.c_ngx_sha1_init.c;5;5
extr_linuxdriversusbhostxhci-ring.c_inc_td_cnt.c;3;3
extr_anypixelfirmwaredisplaysrcLEDproto.c_pack6bit.c;29;29
extr_linuxdriversisdnhisaxst5481_usb.c_st5481_isoc_flatten.c;4;4
extr_linuxdriversscsihisi_sashisi_sas_main.c_hisi_sas_phy_disconnected.c;12;12
extr_hashcatdepsLZMA-SDKC7zBuf2.c_DynBuf_Construct.c;4;4
extr_radare2librasmpasm_x86_nz.c_opfdivr.c;7;7
extr_linuxdriversmediatunerse4000.c_e4000_dvb_get_if_frequency.c;3;3
extr_linuxdriversdmadw..dmaengine.h_dma_cookie_init.c;4;4
extr_linuxdriversmediai2cs5k5baf.c_s5k5baf_try_cis_format.c;11;11
extr_linuxtoolsperfutilintel-pt.c_intel_pt_get_config.c;5;5
extr_linuxvirtkvmarmpmu.c_kvm_pmu_update_run.c;10;10
extr_nginxsrchttpmodulesngx_http_range_filter_module.c_ngx_http_range_body_filter_init.c;6;6
extr_linuxsoundpciice1712prodigy_hifi.c_wm8766_vol_info.c;10;10
extr_netdatalibnetdatainlined.h_str2uint64_t.c;6;6
extr_darknetsrcstb_image_write.h_stbiw__jpg_calcBits.c;20;20
extr_obs-studiolibobsaudio-monitoringwin32....graphicsaxisang.h_axisang_copy.c;9;9
extr_reactosdllwin32usp10usp10.c_get_cache_font_properties.c;3;3
extr_openssltestevp_test.c_take_value.c;3;3
extr_linuxdriversnetwirelessrealtekrtlwifibtcoexisthalbtcoutsrc.c_halbtc_post_normal_lps.c;4;4
extr_hashcatsrcmodulesmodule_12800.c_module_init.c;89;89
extr_stbtools..stb.h_stb_is_prime.c;14;14
extr_radare2librcryptopcrypto_rol.c_rol_init.c;10;10
extr_linuxdriverssocfslqeqe_tdm.c_set_si_param.c;4;4
extr_radare2shlrzipzipzip_error.c__zip_error_copy.c;5;5
extr_linuxdriversledsleds-aat1290.c_aat1290_led_validate_mm_current.c;11;11
extr_tenginemodulesngx_http_lua_modulesrcngx_http_lua_log_ringbuf.c_ngx_http_lua_log_ringbuf_init.c;10;10
extr_radare2librsearchkeyword.c_ignoreMask.c;10;10
extr_opensslcryptox509x509_meth.c_X509_LOOKUP_meth_set_get_by_subject.c;3;3
extr_obs-studiolibobsobs-properties.c_obs_property_set_visible.c;4;4
extr_FFmpeglibavcodecmss1.c_arith_get_prob.c;40;40
extr_labq3map2libsmathlibm4x4.c_m4x4_orthogonal_invert.c;17;17
extr_linuxdriversmtdnandspimacronix.c_mx35lfxge4ab_ooblayout_free.c;5;5
extr_linuxdriversmediadvb-frontendslg2160.c_lg216x_read_ucblocks.c;3;3
extr_linuxdriversmediadvb-frontendsdib0090.c_dib0090_get_frequency.c;5;5
extr_opensslcryptoeccurve25519.c_fe51_tobytes.c;18;18
extr_hashcatsrcemu_general.c_atomic_inc.c;4;4
extr_linuxsoundsynthemuxemux_oss.c_reset_port_mode.c;14;14
extr_linuxdriversblockparidept.c_xn.c;14;1538
extr_darknetsrcnetwork.c_reset_network_state.c;1;1
extr_libuiunixchild.c_uiprivChildSetFlag.c;2;2
extr_netdatalibnetdataconfig..inlined.h_str2ul.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_combined3e2c5767_fld19xt_flix64_slot1_Slot_xt_flix64_slot1_set.c;7;7
extr_masscansrctempl-payloads.c_append_byte.c;4;4
extr_linuxarchshmath-emumath.c_fneg.c;7;7
extr_linuxsoundcoreseqseq_timer.c_seq_timer_reset.c;4;4
extr_reactossdklib3rdpartystlportsrcc_locale_dummyc_locale_dummy.c__Locale_create.c;6;6
extr_FFmpeglibavcodecamrwbdec.c_decode_mime_header.c;10;10
extr_linuxdriversgpudrmradeonni_dpm.c_ni_calculate_adjusted_tdp_limits.c;5;5
extr_libuvsrcunixlinux-syscalls.c_uv__dup3.c;4;4
extr_linuxsoundparischarmony.c_snd_harmony_mixercontrol_info.c;20;20
extr_linuxdriversnetwirelessstcw1200debug.h_cw1200_debug_txed.c;3;3
extr_radare2shlrzipzipzip_error.c__zip_error_init.c;5;5
extr_linuxdriversnetethernetsfcfalconefx.c_ef4_link_set_wanted_fc.c;16;16
extr_opensslcryptoctct_sct.c_SCT_set_timestamp.c;4;4
extr_FFmpeglibavcodecdca_lbr.c_decode_grid.c;30;30
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_iiu_Slot_inst_encode.c;2;2
extr_linuxdriversusbhostdwc_otgdwc_otg_pcd.c_dwc_otg_pcd_start.c;2;2
extr_netdatalibnetdatapopen..inlined.h_str2uint64_t.c;6;6
extr_linuxdriversscsibfabfa_fcs_rport.c_bfa_fcs_rport_set_del_timeout.c;5;5
extr_linuxdriversmediacommonv4l2-tpgv4l2-tpg-core.c_tpg_set_font.c;2;2
extr_linuxdriversvideofbdevatyatyfb_base.c_set_off_pitch.c;21;21
extr_raspberry-pi-osexerciseslesson021bl4ckout31srcprintf.c_ui2a.c;52;72
extr_FFmpeglibavutiltwofish.c_gfmul.c;24;136
extr_darwin-xnuosfmkx86_64pmap.c_pmap_disable_NX.c;2;2
extr_emscriptensystemliblibcmuslsrcthreadpthread_mutexattr_settype.c_pthread_mutexattr_settype.c;4;4
extr_linuxdriversttyvtvt.c_default_attr.c;7;7
extr_kphp-kdbsearchsearch-y-data.c_tree_lookup.c;10;10
extr_linuxdriversscsiqla2xxxtcm_qla2xxx.c_tcm_qla2xxx_dif_tags.c;12;12
extr_php-srcexthashphp_hash.h_php_hash_bin2hex.c;16;2810
extr_micropythonportsstm32usbhostClassCDCSrcusbh_cdc.c_USBH_CDC_Receive.c;11;11
extr_hashcatsrcmodulesmodule_02811.c_module_init.c;86;86
extr_libuvtesttest-idle.c_close_cb.c;2;2
extr_linuxdriversnetethernetibmibmveth.c_ibmveth_init_buffer_pool.c;12;12
extr_linuxdriverswatchdogbcm2835_wdt.c_bcm2835_wdt_remove.c;6;6
extr_linuxfsxfsxfs_quota.h_xfs_qm_vop_dqalloc.c;7;7
extr_linuxdriversstagingrtl8192ertllib_tx.c_wme_downgrade_ac.c;5;5
extr_radare2librasmpasm_x86_nz.c_opvmptrld.c;4;4
extr_linuxdriversnetethernetmellanoxmlxswcore_thermal.c_mlxsw_thermal_get_mode.c;5;5
extr_linuxdriversmddm-cache-target.c_dm_hook_bio.c;5;5
extr_reactosdlldirectxwinewined3dshader_sm4.c_shader_sm4_read_dcl_indexable_temp.c;7;7
extr_linuxsoundpcihdahda_jack.c_hda_free_jack_priv.c;4;4
extr_kphp-kdbsearchsearch-x-data.c_add_query_word.c;7;7
extr_linuxdriversmediaplatformti-vpecal.c_fourcc_to_str.c;11;11
extr_linuxdriversmediapcimeyemeye.c_vidioc_g_input.c;3;3
extr_reactosdll3rdpartylibpngpngerror.c_png_safecat.c;6;6
